Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,sentiment_score,sentiment_label
1274,"D. Diderot ""My life as a person can best be e...",5.0,"speedy high capacity memory augmentation 27 year great price, excellent product. expect complaint purchase.",2014-04-05,247,0,0,0,0,0.0,0.0,0.765,pos
1275,D. Dolph,5.0,"wanted music phone got this, put music phone yet cant say well works, phone recognized sitting couple month now.",2014-09-04,95,0,0,0,0,0.0,0.0,-0.2057,neg
1276,"DD Stubbs ""Dakina""",5.0,"love bought samsung s4, work well issue it, bought one",2013-07-23,503,0,0,0,0,0.0,0.0,0.743,pos
1277,Dean F,5.0,great item. run lot faster cheap one still really good price. worth extra money,2012-02-11,1031,0,0,0,0,0.0,0.0,0.8576,pos
1278,Dean Sensui,5.0,work great gopro hero 3+ black.,2014-10-07,62,0,0,0,0,0.0,0.0,0.8271,pos
1279,Deasy,4.0,"memory card run smooth, says, class 10. card also come good price.",2013-06-20,536,0,0,0,0,0.0,0.0,0.4404,pos
1280,"Debbers97058 ""Native Oregonian since 1951""",5.0,"thanks knew buy, ever got cell phones, day sandisk! thank time sharing",2013-08-07,488,0,0,0,0,0.0,0.0,0.8172,pos
1281,Debbie,4.0,"bought put olympus camera take standard sd card. therefore must go adapter put camera. unfortunately something this. sometimes turn camera get card error. sometimes pop card back it'll work. past weekend get work all. i'm guessing camera. maybe plugged card adapter computer copy picture off, worked perfectly. i'm sure problem is. make sure always carry spare sd card camera case one stop working.",2012-12-14,724,0,0,0,0,0.0,0.0,-0.0516,neg
1282,Deb,5.0,needed storage phone. know i've always bought sandisk brand always happy product. varying,2014-02-13,298,0,0,0,0,0.0,0.0,0.5719,pos
1283,Deb M,5.0,ordered two samsung galaxy s3 phones. work perfectly! exactly wanted,2013-02-28,648,0,0,0,0,0.0,0.0,0.6696,pos
1284,"Deborah Camille Mcnamara ""camille51""",4.0,problem two bought one family member. love it. need four words. keep buying it.,2014-08-04,126,0,0,0,0,0.0,0.0,0.3612,pos
1285,Deborah K Sicks,4.0,thank amazon showing type memory card adapter needed. love buying everything need use electronics purchases.,2013-08-23,472,0,0,0,0,0.0,0.0,0.8126,pos
1286,Debra M Meyers,5.0,worked perfectly since day got it. hassle problem far. hold everything would ever want store it.,2013-07-09,517,0,0,0,0,0.0,0.0,0.4215,pos
1287,Decker,1.0,"purchased sandisk thought reliable name brand there. galaxy s3 purchased 32gb card handle photo's movies. i'd say last 4 month using storage photo's occasional device failed yesterday, losing photo's files. thank goodness dropbox upload otherwise would permanently lost photos.i actually went back amazon branded microsd card fast far, way reliable sandisk. can't sandisk card failed, i'm probably going rma unit hope send better unit. guarantee i'm going burn card make sure there's errors.i gave one star think pay premium premium product. expect near flawless possible.",2013-02-13,663,0,1,1,-1,0.0,0.0,0.7717,pos
1288,DeDub,5.0,"put ideatab know? another 60 gb space documents. far, issue all.",2013-11-18,385,0,0,0,0,0.0,0.0,0.0,neg
1289,Dee,5.0,"bought add storage 16gb gs4, ended around 10gb arrival. transfer speed great, able copy entire music library",2013-07-05,521,0,0,0,0,0.0,0.0,0.6249,pos
1290,dee,5.0,affordable memory lot storage excellent purchase worth thank every one,2013-12-17,356,0,0,0,0,0.0,0.0,0.7964,pos
1291,DeeWhit,5.0,"think much say little purchased magic scanner use work capture image quick across wall card store plenty images, keep adapter work great, failed store transfer image yet.",2014-03-19,264,0,0,0,0,0.0,0.0,0.2023,pos
1292,deezee,5.0,really need phone figured may well get it. got love 32gb storage. work good recording 1080p video.,2013-01-13,694,0,0,0,0,0.0,0.0,0.8481,pos
1293,"deezTx ""deeztx""",4.0,"great product production come small issue times, phone say card damaged sometimes reboot, sure phone card, got 2 one wife, her's never issues. live it, happens every often ...",2014-10-01,68,0,0,0,0,0.0,0.0,0.5423,pos
1294,DefaultIT,3.0,"seems like good value, yet i've gotten actually use bought contour+ camera without apparently known incompatible. found device support microsd 64gb something sandisk ultras play nicely. what, i'm sure great, might want check around make sure device support thing.",2013-05-24,563,0,0,0,0,0.0,0.0,0.9764,pos
1295,delbert,5.0,purchased price card excellent fast gopro hero 3 absolute must,2013-04-09,608,0,0,0,0,0.0,0.0,0.8074,pos
1296,Delmar E. Haynes,5.0,better price samsung branded card work well better. make sure check requirement device get best card device.,2013-12-29,344,0,0,0,0,0.0,0.0,0.9246,pos
1297,"DeltaGirl ""13AM81""",5.0,needed extra space store music. work great samsung s4,2013-08-29,466,0,0,0,0,0.0,0.0,0.6249,pos
1298,Delton C. Baker,5.0,put camera started taking picture without even formatting recognizes 29 gb . ( make think think may sandisk tool bright make easy find camera bag.,2013-07-07,519,0,0,0,0,0.0,0.0,0.7003,pos
1299,demonrn,5.0,sandisk make great big little card. htc sensation 4g ( supposed work ) got full memory card working. great able memory phone.,2013-05-27,560,0,0,0,0,0.0,0.0,0.8481,pos
1300,Denims,5.0,great product promised. slipped right samsung galaxy s4 issue like adapter provided case want load data laptop directly card. done serious benchmarking around medium performs running card vs. on-board memory noticed difference.,2013-11-20,383,0,0,0,0,0.0,0.0,0.8442,pos
1301,"Denis Abrantes ""Denisd""",5.0,far working fine samsung galaxy note 8.0. access video music card fast.,2013-06-20,536,0,0,0,0,0.0,0.0,0.2023,pos
1302,Dennis D. Bateman,5.0,bought new phone got chip largest phone would keep lot picture it. 100% satisfied.,2013-07-10,516,0,0,0,0,0.0,0.0,0.4215,pos
1303,Dennis,1.0,32gb sd card 4 month died me. tried swap said warranty 60 day long. last sandisk product ever buy.,2013-05-29,558,0,0,0,0,0.0,0.0,-0.5574,neg
1304,Dennis,5.0,"much say this, ordered put new dell venue 8 pro tablet, plugged work advertised. nuff",2013-11-14,389,0,0,0,0,0.0,0.0,0.0,neg
1305,Dennis Peterson,5.0,got within couple day ordering. easy install work great. wanted extra storage right size me.,2014-04-26,226,0,0,0,0,0.0,0.0,0.7906,pos
1306,Dennis Swena,5.0,"use (with nifty minidrive, [...] extend built ssd macbook pro. highly recommend anyone needing speedy flash card.",2013-10-29,405,0,0,0,0,0.0,0.0,0.7346,pos
1307,"Denny Crane, Esq.",5.0,"feel odd give 5 star something disappeared piece electronics, fair, work promised, nothing wrong it. use store digital map garmin 810 bike file 4gb size. map load quickly problem bike route one. taken 42 mile ride 60 mile ride, worked flawlessly times. 'nuff said.",2013-08-23,472,0,0,0,0,0.0,0.0,0.308,pos
1308,denny,4.0,"good price fast enough load mp3 file computer quickly. use sansa clip mp3 players, perfect match.",2014-04-27,225,0,0,0,0,0.0,0.0,0.765,pos
1309,Denny,5.0,"chip need never want worry running out. use gopro hero 3+ black edition 1080 sw go hours, longer 2 3",2014-01-31,311,0,0,0,0,0.0,0.0,0.6988,pos
1310,D. Eno,5.0,"ordered installed 2013, working fine since. quite detailed review others bad experience s4, apparently seems good now.",2014-07-02,159,0,0,0,0,0.0,0.0,0.0516,pos
1311,Denver H. A. Walker,5.0,"android phone made using much easier increased course, storage capacity.",2013-09-16,448,0,0,0,0,0.0,0.0,0.5994,pos
1312,"Derek Koonce ""redderek""",5.0,nice able stuff 20gb music movie file phone. still room take lot photo video.,2014-03-16,267,0,1,1,-1,0.0,0.0,0.4215,pos
1313,Derek Saul,5.0,great memory card i've put phone music picture storage. work exactly advertised.,2013-04-11,606,0,0,0,0,0.0,0.0,0.6249,pos
1314,"Derick W. ""Derick""",5.0,really good price amazon. using card expand memory garmin gps unit.,2014-07-02,159,0,0,0,0,0.0,0.0,0.7548,pos
1315,"Derk Diggler ""Bubba""",4.0,good value. great speed memory purpose wish memory good.,2013-04-28,589,0,1,1,-1,0.0,0.0,0.9325,pos
1316,"Derrick B. Smith ""dSharp""",5.0,"catch sale amazon! high speed, vendor high capacity micro sd card. highly recommended anyone. using microsoft surface window phone 8.",2012-12-17,721,0,0,0,0,0.0,0.0,0.474,pos
1317,Derrick,5.0,"i've tried several brand microsd card various smartphones sandisk card far fastest reliable card i've used. like others mentioned, format using tool did, faster card ever used. completely error free issue whatsoever",2012-10-27,772,1,0,1,1,1.0,0.2065493143772374,0.4741,pos
1318,Derrick Nash,5.0,great 32 sd card work real good rush hold lot picture lot video lot mp 3 mp4 song good sd card would recommend everybody that's gave 5 star,2013-09-12,452,0,0,0,0,0.0,0.0,0.9081,pos
1319,DE SAN NICOLAS,5.0,order extend capacity tablet (64 128 gb asus transformer,2013-01-18,689,1,0,1,1,1.0,0.2065493143772374,0.1779,pos
1320,"desertfox ""desert fox""",4.0,"seeing everyone family kind device utilize microsd sd card, item fit bill picked bunch stuff with. came basic white package adapter full-sized sd. 32gb nice size, especially new hd smartphones tablets. better luck sd card flash drive nearly flash drive purchased died. 3 microsd card go south zero full-sized sd card go bad. installed car dvr dash cam recording daily drives. speed testing show read speed excess write speed fast enough hd devices.",2013-12-28,345,0,0,0,0,0.0,0.0,0.7579,pos
1321,"Desperado ""Desperado""",5.0,extra memory chip gopro. small compact traveling. travel work great,2014-04-04,248,0,0,0,0,0.0,0.0,0.6249,pos
1322,Destinee Z,5.0,bought underwater camera take photo video. take pictures! lol,2014-05-18,204,0,0,0,0,0.0,0.0,0.4753,pos
1323,D. Evans,1.0,lost data 3 time card. know card s3. data always end piece directory phone creates first time insert card. trust hold anything cant afford purchased digital 32 gb microsdhc flash memory card week replacement. lost data yet. i'll update 2: digital 32 gb microsdhc flash memory card phone 2 month data loss. better product.,2013-03-06,642,1,0,1,1,1.0,0.2065493143772374,0.34,pos
1324,Devonian Wrighton,4.0,reliably turn blackberry full music & video file buffering stuttering catch,2014-06-24,167,0,0,0,0,0.0,0.0,-0.3182,neg
1325,Dexter,5.0,"good price good quality, card work perfectly video recorder well canon class 10 really bust speed need photo video.",2013-02-23,653,0,0,0,0,0.0,0.0,0.9022,pos
1326,"D. Federwitz ""Dthegiantfed""",4.0,speed bare minimum class 10. good tablet smartphones recommend picture video camera's,2012-12-18,720,0,0,0,0,0.0,0.0,0.6597,pos
1327,D. Fox,5.0,"good look sandisk brand microsdhc. still wanted wait usually unit going fail fail first running lg optimus phone flawless since install. still working sandisk 32gb that's 2 year old, transfered old htc optimus galaxy s3.",2013-05-06,581,0,0,0,0,0.0,0.0,-0.2023,neg
1328,dfw_area,4.0,"great value money, work advertised. sd card else say. make write word",2013-02-13,663,0,0,0,0,0.0,0.0,0.7579,pos
1329,DGator,5.0,"sandisc make awesome products. digital use sandisc class 10 memory cards. reliable, tough work flawlessly. best value",2013-11-26,377,0,0,0,0,0.0,0.0,0.9001,pos
1330,DGBradley,5.0,memory. work phone. store file it. price right. looking fine.,2013-06-08,548,0,0,0,0,0.0,0.0,0.2023,pos
1331,D. Hamlett,5.0,really great micro sd card! purchased one tablet another one digital video.,2013-02-18,658,0,0,0,0,0.0,0.0,0.6893,pos
1332,D,5.0,mounted s5 worked flawlessly start. transfer speed great using usb 3.0 capabilities.,2014-01-06,336,0,0,0,0,0.0,0.0,0.7096,pos
1333,D,5.0,"shipped described, easy add phone. work perfect picture cell phone. allows video worry memory.",2013-01-18,689,0,0,0,0,0.0,0.0,0.5719,pos
1334,D,5.0,work great new s5 love things. need work phone better use 32gb more. work great,2014-05-26,196,0,0,0,0,0.0,0.0,0.946,pos
1335,DH,5.0,"get ripped buying card direct gopro, buy use money saved buy extra battery since hero 3 battery life hero 3 black edition work great recording format speeds, even highest resolution one require full use card's 10 mb/sec rating. they're fast copy file computer well. benchmarked review already information, they're certainly much faster old class 4 card use hero 2 would recommend formatting upon one initial issue one formatting worked fine since, numerous uses, think missed qc check factory. heat issue others mentioned regard defective one people received worked flawlessly since i'm worried point.",2013-02-03,673,0,0,0,0,0.0,0.0,0.9638,pos
1336,dhicke,5.0,bought card extend storage capability tablet. hold hundred short video file without use tablet's built memory. transfer speed computer card relatively fast. may need storage tablet always buy another one cards.,2013-02-20,656,0,0,0,0,0.0,0.0,0.1779,pos
1337,D. Hines,5.0,best deal could find fast microsd card. seems work fine new android tab. can't,2013-04-01,616,0,0,0,0,0.0,0.0,0.7184,pos
1338,Diane R Case,4.0,"yet, soon. new case look forward using it! know else say it!",2013-05-26,561,0,2,2,-2,0.0,0.0,0.0,neg
1339,Dice,5.0,use phone transfer information back forth phone laptop. great holding lot items. problem probably get another larger size,2013-08-25,470,0,0,0,0,0.0,0.0,0.34,pos
1340,Diddy,4.0,"suppose do. use samsung laptop, never remove never problem.",2014-06-29,162,0,0,0,0,0.0,0.0,-0.2337,neg
1341,DiegoCevEra,5.0,work see fast others. good performance. sandisk excelent product case.,2013-06-03,553,0,0,0,0,0.0,0.0,0.4404,pos
1342,Die-go,5.0,"hello, micro sd perfect image camera hd, fast great capacity! excellent, recommended",2013-05-22,565,0,0,0,0,0.0,0.0,0.9273,pos
1343,"D. Ifversen ""DaveI""",5.0,bought memory card work great hesitation problems. thumb up!!,2013-05-29,558,0,0,0,0,0.0,0.0,0.2225,pos
1344,DillonsPCRepair,5.0,bought (3) 32gb micro memory card kid tablets. kid love extra memory although need new tablet now.,2014-01-21,321,0,0,0,0,0.0,0.0,0.6369,pos
1345,DinDada,5.0,bought old's nabi tablet. thing work perfectly allowing download music game ease. loved price trust sandisk products.,2014-08-05,125,0,0,0,0,0.0,0.0,0.9313,pos
1346,dino,5.0,received card decent amount time packaged well . memory card brand new perfect condition . installing card video camera worked perfectly! good deal.,2013-05-18,569,0,0,0,0,0.0,0.0,0.9215,pos
1347,"Dino ""Icefox07""",5.0,excellent storage work well everything need plus came good price.,2013-12-01,372,0,0,0,0,0.0,0.0,0.8271,pos
1348,dinub1,5.0,"ordered saw excellent specs. thought micro chip comes. well surprised receiving found contains also sd adapter make chip usable laptops, etc. btw amazon price beat chip found costco content older 16 gb micro sd card onto new one, swapped chip go... using several sandisk memory chip including compact flash card dslr. excellent brand, fast, reliable, data write/read errors. perfect!",2013-09-17,447,0,0,0,0,0.0,0.0,0.9286,pos
1349,Dion Dennis,5.0,"ran disk utility function ubuntu linux minimum read - maximum read average read that's acceptable, given class 10",2014-02-20,291,0,0,0,0,0.0,0.0,0.3182,pos
